name,brand,price,img,description,url
Kit 4pçs Cueca Lupo Boxer Logo Preto/Grafite,Lupo,"R$ 89,99",https://static.dafiti.com.br/p/Lupo-Kit-4pçs-Cueca-Lupo-Boxer-Logo-Preto/Grafite-1757-4884954-1-zoom.jpg,"Kit 4pçs Cueca Lupo Boxer Logo Preto/GrafiteModelagem: BoxerAltura da cintura: Cintura MédiaTamanho: MMaterial: AlgodãoComposição: Grafite: 48% algodão, 47% poliéster e 5% elastano; Preta: 95% algodão e 5% elastanoTipo de Tecido: MalhaLavagem: Lavar à mãoCaracterísticas Especiais: O kit é composto por 4 cuecas sendo 2 pretas e 2 grafite",https://www.dafiti.com.br/Kit-4pcs-Cueca-Lupo-Boxer-Logo-Preto%2FGrafite-4594884.html
Camiseta Aramis Geométrica Preta,Aramis,"R$ 79,99",https://static.dafiti.com.br/p/Aramis-Camiseta-Aramis-Geométrica-Preta-6822-7694768-1-zoom.jpg,"Camiseta Aramis Geométrica PretaManga: CurtaGola: RedondaMedidas da peça no tamanho M: Ombro: 14cm/ Ombro a Ombro: 47cm/ Manga: 22cm/ Tórax: 112cm /Comprimento: 69cmMedidas do Modelo: Altura: 1,87m/ Tórax: 94cm/ Manequim: 40.Características: Possui estampa frontal.",https://www.dafiti.com.br/Camiseta-Aramis-Geometrica-Preta-8674967.html
Camiseta Mr Kitsch Logo Azul-Marinho,Mr Kitsch,"R$ 35,99",https://static.dafiti.com.br/p/Mr-Kitsch-Camiseta-Mr-Kitsch-Logo-Azul-Marinho-7872-8548874-1-zoom.jpg,"Camiseta Mr Kitsch Logo Azul-MarinhoManga: CurtaGola: RedondaMedidas da peça no tamanho M: Ombro: 14cm/ Ombro a Ombro: 50cm/ Manga: 24cm/ Tórax: 116cm /Comprimento: 73cmMedidas do Modelo: Altura: 1,90m/ Tórax: 93m/ Manequim: 38.Características: Possui estampa frontal.",https://www.dafiti.com.br/Camiseta-Mr-Kitsch-Logo-Azul-Marinho-4788458.html
Calça Jeans Forum Slim Paul Azul,Forum,"R$ 154,99",https://static.dafiti.com.br/p/Forum-Calça-Jeans-Forum-Slim-Paul-Azul-1753-3814087-1-zoom.jpg,"Calça Jeans Forum Slim Paul AzulFecho: Botão e ZíperBolsos: 5Medidas da peça no tamanho 42: Cintura: 90cm /Quadril: 110cm /Gancho: 30cm /Comprimento: 115cmMedidas do Modelo: Altura: 1,90m/ Tórax: 101cm/ Manequim: 40.",https://www.dafiti.com.br/Calca-Jeans-Forum-Slim-Paul-Azul-7804183.html
Camisa Polo Aramis Reta Bordado Preta,Aramis,"R$ 129,99",https://static.dafiti.com.br/p/Aramis-Camisa-Polo-Aramis-Reta-Bordado-Preta-2021-1601177-1-zoom.jpg,"Camisa Polo Aramis Reta Bordado PretaManga: CurtaGola: PoloFecho: BotãoMedidas da peça no tamanho M: Ombro: 16cm/ Ombro a Ombro: 48cm/ Manga: 22cm/ Tórax: 112cm /Comprimento: 74cmMedidas do Modelo: Altura 1,91cm/ Tórax 91cm/ Manequim 38.Características: Possui bordado frontal.",https://www.dafiti.com.br/Camisa-Polo-Aramis-Reta-Bordado-Preta-7711061.html
Camiseta A Maior Tardezinha Reserva Preto,Reserva,"R$ 89,00",https://static.dafiti.com.br/p/Reserva-Camiseta-A-Maior-Tardezinha-Reserva-Preto-0863-3492565-1-zoom.jpg,"É só o Thiaguinho chamar que a gente cola sem pensar. Na Reserva é assim, vamo? Vamo! Seja pra curtir a tardezinha, a batucada ou a conversa fiada. “Já mandaram te dizer que só tá faltando você”? Produção sob demanda.",https://www.dafiti.com.br/Camiseta-A-Maior-Tardezinha-Reserva-Preto-5652943.html
Camisa Polo Aramis Reta Bordado Branca,Aramis,"R$ 134,99",https://static.dafiti.com.br/p/Aramis-Camisa-Polo-Aramis-Reta-Bordado-Branca-0189-9299067-1-zoom.jpg,"Camisa Polo Aramis Reta Bordado BrancaManga: CurtaGola: PoloFecho: BotãoMedidas da peça no tamanho M: Ombro: 17cm/ Ombro a Ombro: 49cm/ Manga: 22cm/ Tórax: 114cm /Comprimento: 72cmMedidas do Modelo: Altura 1,88m/ Tórax 98cm/ Manequim 40.Características: Possui bordado frontal.",https://www.dafiti.com.br/Camisa-Polo-Aramis-Reta-Bordado-Branca-7609929.html
Kit 3 Camisetas Masculina Long Line Camisa Oversized Swag Frozini Elastano MIX CORES SORTIDAS,FROZINI,"R$ 69,00",https://static.dafiti.com.br/p/FROZINI-Kit-3-Camisetas-Masculina-Long-Line-Camisa-Oversized-Swag-Frozini-Elastano-MIX-CORES-SORTIDAS-3076-3140898-1-zoom.jpg,"KIT DE 3 PEÇASMIXAGEM DE CORES MISTAS  TENHA CERTEZA DE ADQUIRIR UM PRODUTO SOFISTICADO E COM TECIDO EXCELENTE E TOP.---------->>> ESSAS CAMISETAS TEM MODELAGEM AJUSTADA AO CORPO, OU SEJA, FICAM JUSTAS E COLADAS. NÃO FICAM APERTADAS, MAS DEVIDO A TER MUITO ELASTANO ELAS MOLDAM O CORPO E VOCÊ TERÁ MUITA LIBERDADE NOS MOVIMENTOS.Um produto totalmente diferenciado e superior!Feito com Viscose, Algodão e Elastano, Essa camiseta irá lhe proporcionar muito estilo, pois devido a sua modelagem Slim moderna, irá desenhar muito bem sua parte abdominal! Com 8% de elastano em sua composição, tenha certeza de além de ter uma produto slim, mais justo ao corpo, você terá uma camiseta que deixará seus movimentos completamente livresComposição do tecido: 92%viscose 8%elastano!Tecido Menegotti - A melhor Viscolycra do BrasilTABELA DE MEDIDASTAMANHO ........OMBROS..............LARGURA CINTURA.............COMPRIMENTOP...........................46CM............................ 50CM................................. 63CMM........................ 48CM.............................52CM...................................65CMG.........................50CM.............................54CM...................................67CMGG......................53CM.............................57CM...................................70CMAS MEDIDAS SÃO CONFORME A ABNT DO BRASIL, PORTANTO PADRÃO NORMAL(MAIOR QUE IMPORTADAS OU CHINESAS). VARIAÇÃO DE 1CM PARA MAIS OU PARA MENOS.",https://www.dafiti.com.br/Kit-3-Camisetas-Masculina-Long-Line-Camisa-Oversized-Swag-Frozini-Elastano-MIX-CORES-SORTIDAS-8980413.html
Camiseta Joss Corte a Fio Hang Loose Cinza,Joss,"R$ 59,90",https://static.dafiti.com.br/p/Joss-Camiseta-Joss-Corte-a-Fio-Hang-Loose-Cinza-3944-6032023-1-zoom.jpg,"Camiseta Masculina com caimento reto, máxima qualidade e conforto para o seu dia a dia.  Composição: 100% Algodão Egípcio Tipo de Tecido: Malha 30.1 Gola: Canoa Tipo de Produto: Camiseta Modelagem: Reta Manga: Curta Garantia: 7 dias após o recebimento   Compre sem medo, oferecemos a primeira troca grátis para defeitos, tamanhos, modelos ou devolução :) Ainda está com dúvidas? Entre em contato, vamos te ajudar",https://www.dafiti.com.br/Camiseta-Joss-Corte-a-Fio-Hang-Loose-Cinza-3202306.html
Camiseta Mr Kitsch Logo Preta,Mr Kitsch,"R$ 39,99",https://static.dafiti.com.br/p/Mr-Kitsch-Camiseta-Mr-Kitsch-Logo-Preta-3949-5548874-1-zoom.jpg,"Camiseta Mr Kitsch Logo PretaManga: CurtaGola: RedondaMedidas da peça no tamanho G: Ombro: 16cm/ Ombro a Ombro: 52cm/ Manga: 25cm/ Tórax: 118cm /Comprimento: 77cmMedidas do Modelo: Altura: 1,87m/ Tórax: 94cm/ Manequim: 40.",https://www.dafiti.com.br/Camiseta-Mr-Kitsch-Logo-Preta-4788455.html
Camiseta Joss Corte a Fio Caveira Duas Caras Branco,Joss,"R$ 59,90",https://static.dafiti.com.br/p/Joss-Camiseta-Joss-Corte-a-Fio-Caveira-Duas-Caras-Branco-3939-0410703-1-zoom.jpg,"Camiseta Masculina com caimento reto, máxima qualidade e conforto para o seu dia a dia.  Composição: 100% Algodão Egípcio Tipo de Tecido: Malha 30.1 Gola: Canoa Tipo de Produto: Camiseta Modelagem: Reta Manga: Curta Garantia: 7 dias após o recebimento   Compre sem medo, oferecemos a primeira troca grátis para defeitos, tamanhos, modelos ou devolução :) Ainda está com dúvidas? Entre em contato, vamos te ajudar",https://www.dafiti.com.br/Camiseta-Joss-Corte-a-Fio-Caveira-Duas-Caras-Branco-3070140.html
Short e Bermuda Listrada Listras Masculina Tactel Básico Moda Básica Branco/Preto,Resina,"R$ 34,90",https://static.dafiti.com.br/p/Resina-Short-e-Bermuda-Listrada-Listras-Masculina-Tactel-Básico-Moda-Básica-Branco/Preto-4212-9527688-1-zoom.jpg,"Nos dias de calor, o que mais queremos é nos sentir refrescados. Para isso usar um short é uma ótima pedida, seja para ir na praia, em algum evento, academia ou até mesmo para ficar em casa, o Short Resina é perfeito para você! São peças versáteis, que combinam com qualquer estilo, temos diversos modelos que vão do básico liso ao estampado, que se adaptam a qualquer gosto.  Nossos shorts são fabricados em tecido de microfibra com elastano, excelente tecido, tem toque macio, fácil de lavar, secagem rápida, devido a sua elasticidade proporciona melhor caimento e conforto para seu dia a dia.    Benefícios:  Peça de roupa versátil, combina com qualquer estilo.  Tecido Super confortável.  Costura reforçada.  Alta qualidade e durabilidade.  Modelagem perfeita no corpo.  Secagem rápida.    Composição: 92% Poliéster / 8% Elastano",https://www.dafiti.com.br/Short-e-Bermuda-Listrada-Listras-Masculina-Tactel-Basico-Moda-Basica-Branco%2FPreto-8867259.html
Camiseta Aramis Bordado Branca,Aramis,"R$ 79,99",https://static.dafiti.com.br/p/Aramis-Camiseta-Aramis-Bordado-Branca-7168-5075574-1-zoom.jpg,"Camiseta Aramis Bordado BrancaManga: CurtaGola: VMedidas da peça no tamanho G: Ombro: 14cm/ Ombro a Ombro: 51cm/ Manga: 22cm/ Tórax: 114cm /Comprimento: 71cmMedidas do Modelo: Altura: 1,87m/ Tórax: 96cm/ Manequim: 40.Características: Possui logo bordado frontal.",https://www.dafiti.com.br/Camiseta-Aramis-Bordado-Branca-4755705.html
Camiseta Jay Jay Corte a Fio Staff Photografer Chumbo,Jay Jay,"R$ 59,90",https://static.dafiti.com.br/p/Jay-Jay-Camiseta-Jay-Jay-Corte-a-Fio-Staff-Photografer-Chumbo-4715-3628217-1-zoom.jpg,"Camiseta Corte à Fio JayJay com caimento reto, máxima qualidade e conforto para o seu dia a dia._x000D__x000D__x000D_Composição: 100% Algodão_x000D_Tipo de Tecido: Malha_x000D_Gola: Redonda_x000D_Estampa: Silk_x000D_Tipo de Produto: Camiseta Corte à Fio_x000D_Modelagem: Reta _x000D_Manga: Curta _x000D_Garantia: 7 dias após o recebimento",https://www.dafiti.com.br/Camiseta-Jay-Jay-Corte-a-Fio-Staff-Photografer-Chumbo-7128263.html
Camiseta Nicoboco Beatles Astronaut Preta,Nicoboco,"R$ 37,99",https://static.dafiti.com.br/p/Nicoboco-Camiseta-Nicoboco-Beatles-Astronaut-Preta-6366-8798423-1-zoom.jpg,"Camiseta Nicoboco Beatles Astronaut PretaManga: CurtaGola: RedondaMedidas da peça no tamanho M: Ombro: 15cm/ Ombro a Ombro: 51cm/ Manga: 23cm/ Tórax: 114cm /Comprimento: 71cmMedidas do Modelo: Altura: 1,86m/ Tórax: 97cm/ Manequim: 42.Características: Possui estampa frontal.",https://www.dafiti.com.br/Camiseta-Nicoboco-Beatles-Astronaut-Preta-3248978.html
Camiseta Joss Corte a Fio Black Flower Preto,Joss,"R$ 59,90",https://static.dafiti.com.br/p/Joss-Camiseta-Joss-Corte-a-Fio-Black-Flower-Preto-4816-3806376-1-zoom.jpg,"Camiseta Masculina com caimento reto, máxima qualidade e conforto para o seu dia a dia.  Composição: 100% Algodão Egípcio Tipo de Tecido: Malha 30.1 Gola: Canoa Tipo de Produto: Camiseta Modelagem: Reta Manga: Curta Garantia: 7 dias após o recebimento   Compre sem medo, oferecemos a primeira troca grátis para defeitos, tamanhos, modelos ou devolução :) Ainda está com dúvidas? Entre em contato, vamos te ajudar",https://www.dafiti.com.br/Camiseta-Joss-Corte-a-Fio-Black-Flower-Preto-6736083.html
Camiseta Joss Corte a Fio Gin Branco,Joss,"R$ 59,90",https://static.dafiti.com.br/p/Joss-Camiseta-Joss-Corte-a-Fio-Gin-Branco-5520-9755516-1-zoom.jpg,"Camiseta Masculina com caimento reto, máxima qualidade e conforto para o seu dia a dia.  Composição: 100% Algodão Egípcio Tipo de Tecido: Malha 30.1 Gola: Canoa Tipo de Produto: Camiseta Modelagem: Reta Manga: Curta Garantia: 7 dias após o recebimento   Compre sem medo, oferecemos a primeira troca grátis para defeitos, tamanhos, modelos ou devolução :) Ainda está com dúvidas? Entre em contato, vamos te ajudar",https://www.dafiti.com.br/Camiseta-Joss-Corte-a-Fio-Gin-Branco-6155579.html
Camiseta Calvin Klein Jeans Lettering Preta,Calvin Klein Jeans,"R$ 109,99",https://static.dafiti.com.br/p/Calvin-Klein-Jeans-Camiseta-Calvin-Klein-Jeans-Lettering-Preta-7311-4031715-1-zoom.jpg,"Camiseta Calvin Klein Jeans Lettering PretaManga: CurtaGola: RedondaMedidas da peça no tamanho M: Ombro: 15cm/ Ombro a Ombro: 48cm/ Manga: 25cm/ Tórax: 114cm /Comprimento: 72cmMedidas do Modelo: Altura 1,87m/ Tórax 99cm/ Manequim 40.",https://www.dafiti.com.br/Camiseta-Calvin-Klein-Jeans-Lettering-Preta-5171304.html
Kit 3pçs Meia Puma Logo Branco,Puma,"R$ 24,99",https://static.dafiti.com.br/p/Puma-Kit-3pçs-Meia-Puma-Logo-Branco-6191-6333824-1-zoom.jpg,"Kit 3pçs Meia Puma Logo BrancoTamanho: 39 a 43Composição: 65% Algodão, 30% Poliamida, 3% Elastano e 2% Outra fibraTipo de Tecido: Malha",https://www.dafiti.com.br/Kit-3pcs-Meia-Puma-Logo-Branco-4283336.html
Camiseta Joss Corte a Fio Golden Rose Preto,Joss,"R$ 59,90",https://static.dafiti.com.br/p/Joss-Camiseta-Joss-Corte-a-Fio-Golden-Rose-Preto-4906-5902629-1-zoom.jpg,"Camiseta Masculina com caimento reto, máxima qualidade e conforto para o seu dia a dia. Composição: 100% Algodão Egípcio Tipo de Tecido: Malha 30.1 Gola: Canoa Tipo de Produto: Camiseta Modelagem: Reta Manga: Curta Garantia: 7 dias após o recebimento Compre sem medo, oferecemos a primeira troca grátis para defeitos, tamanhos, modelos ou devolução :) Ainda está com dúvidas? Entre em contato, vamos te ajudar",https://www.dafiti.com.br/Camiseta-Joss-Corte-a-Fio-Golden-Rose-Preto-9262095.html
Calças Moletom Moletinho Listrada Masculina Skinny Jogger Treino Academia Cinza,FROZINI,"R$ 68,90",https://static.dafiti.com.br/p/FROZINI-Calças-Moletom-Moletinho-Listrada-Masculina-Skinny-Jogger-Treino-Academia-Cinza-8617-3526798-1-zoom.jpg,"PARTE TÉCNICA E COMPOSIÇÃO:- composição algodão/poliester- perfil jogger, solto na coxa, ajustado na canela- gancho mais longo(28cm) para dar liberdade nos movimentos(não é saruel)- Moletinho careca- toque suave- elástico no cósDETALHES LISTRADOS QUE AGREGAM ESTILO, BELEZA E CHARME AO PRODUTO!TECIDO DE EXCELENTE GRAMATURA E MUITO CONFORTÁVEL!APROVEITE A PROMOÇÃO!ALTA QUALIDADE! MEDIDAS: TAMANHO P VESTE 36/38TAMANHO M VESTE 40/42TAMANHO G VESTE 44/46TAMANHO GG VESTE 46/48",https://www.dafiti.com.br/Calcas-Moletom-Moletinho-Listrada-Masculina-Skinny-Jogger-Treino-Academia-Cinza-8976253.html
Kit 2 Pçs Cuecas Lupo Boxer Básica Cinza/Branca,Lupo,"R$ 49,99",https://static.dafiti.com.br/p/Lupo-Kit-2-Pçs-Cuecas-Lupo-Boxer-Básica-Cinza/Branca-0345-2689723-1-zoom.jpg,Kit 2 Pçs Cuecas Lupo Boxer Básica Cinza/Branca Tipo de Produto: KitModelagem: BoxerTamanho: MComposição: 96% poliamida e 4% elastanoMedidas da peça: Cintura: 64cm/ Lateral: 28cm/ Gancho: 22cm/ Comprimento: 27cm.Tipo de Tecido: Malha,https://www.dafiti.com.br/Kit-2-Pcs-Cuecas-Lupo-Boxer-Basica-Cinza%2FBranca-3279862.html
Camiseta Joss Corte a Fio LZ Preto,Joss,"R$ 59,90",https://static.dafiti.com.br/p/Joss-Camiseta-Joss-Corte-a-Fio-LZ-Preto-2787-5107775-1-zoom.jpg,"Camiseta Masculina com caimento reto, máxima qualidade e conforto para o seu dia a dia.  Composição: 100% Algodão Egípcio Tipo de Tecido: Malha 30.1 Gola: Canoa Tipo de Produto: Camiseta Modelagem: Reta Manga: Curta Garantia: 7 dias após o recebimento   Compre sem medo, oferecemos a primeira troca grátis para defeitos, tamanhos, modelos ou devolução :) Ainda está com dúvidas? Entre em contato, vamos te ajudar",https://www.dafiti.com.br/Camiseta-Joss-Corte-a-Fio-LZ-Preto-5777015.html
Camiseta Aleatory Logo Bordô,Aleatory,"R$ 69,99",https://static.dafiti.com.br/p/Aleatory-Camiseta-Aleatory-Logo-Bordô-2414-5474127-1-zoom.jpg,"Camiseta Aleatory Logo BordôManga: CurtaGola: RedondaMedidas da peça no tamanho M: Ombro: 16cm/ Ombro a Ombro: 44cm/ Manga: 24cm/ Tórax: 106cm /Comprimento: 70cmMedidas do Modelo: Altura: 1,87m/ Tórax: 94cm/ Manequim: 40.",https://www.dafiti.com.br/Camiseta-Aleatory-Logo-Bordo-7214745.html
Camiseta Billabong Stacked Neon Night Branca,Billabong,"R$ 64,99",https://static.dafiti.com.br/p/Billabong-Camiseta-Billabong-Stacked-Neon-Night-Branca-5969-7265748-1-zoom.jpg,"Camiseta Billabong Stacked Neon Night BrancaManga: CurtaGola: RedondaMedidas da peça no tamanho M: Ombro: 14cm/ Ombro a Ombro: 48cm/ Manga: 20cm/ Tórax: 108cm /Comprimento: 75cmMedidas do Modelo: Altura: 1,87m/ Tórax: 94cm/ Manequim: 40.Características: Possui estampa frontal e posterior.",https://www.dafiti.com.br/Camiseta-Billabong-Stacked-Neon-Night-Branca-8475627.html
Short e Bermuda Folhas Folhagem Planta Masculina Tactel Básico Mauricinho Moda Básica Preto,Resina,"R$ 34,90",https://static.dafiti.com.br/p/Resina-Short-e-Bermuda-Folhas-Folhagem-Planta-Masculina-Tactel-Básico-Mauricinho-Moda-Básica-Preto-4203-3545068-1-zoom.jpg,"Nos dias de calor, o que mais queremos é nos sentir refrescados. Para isso, usar um short é uma ótima pedida, pensando nesse problema nós lançamos nossos próprios modelos. São peças versáteis, onde combinam com qualquer outro modelo de roupa. Seu tecido microfibra e 100% poliéster promovem um toque refrescante, te deixando confortável para o dia-dia. Benefícios:Peça de roupa versátil, combinando com qualquer estilo.Possui um tecido refrescante, te promove conforto para o uso diário",https://www.dafiti.com.br/Short-e-Bermuda-Folhas-Folhagem-Planta-Masculina-Tactel-Basico-Mauricinho-Moda-Basica-Preto-8605453.html
Camiseta Joss Corte a Fio Seres Preta,Joss,"R$ 59,90",https://static.dafiti.com.br/p/Joss-Camiseta-Joss-Corte-a-Fio-Seres-Preta-5129-3954055-1-zoom.jpg,"Camiseta Masculina com caimento reto, máxima qualidade e conforto para o seu dia a dia.  Composição: 100% Algodão Egípcio Tipo de Tecido: Malha 30.1 Gola: Canoa Tipo de Produto: Camiseta Modelagem: Reta Manga: Curta Garantia: 7 dias após o recebimento   Compre sem medo, oferecemos a primeira troca grátis para defeitos, tamanhos, modelos ou devolução :) Ainda está com dúvidas? Entre em contato, vamos te ajudar",https://www.dafiti.com.br/Camiseta-Joss-Corte-a-Fio-Seres-Preta-5504593.html
Camiseta Joss Corte a Fio Relax  Branco,Joss,"R$ 59,90",https://static.dafiti.com.br/p/Joss-Camiseta-Joss-Corte-a-Fio-Relax--Branco-2106-9297407-1-zoom.jpg,"Camiseta Masculina com caimento reto, máxima qualidade e conforto para o seu dia a dia.  Composição: 100% Algodão Egípcio Tipo de Tecido: Malha 30.1 Gola: Canoa Tipo de Produto: Camiseta Modelagem: Reta Manga: Curta Garantia: 7 dias após o recebimento   Compre sem medo, oferecemos a primeira troca grátis para defeitos, tamanhos, modelos ou devolução :) Ainda está com dúvidas? Entre em contato, vamos te ajudar",https://www.dafiti.com.br/Camiseta-Joss-Corte-a-Fio-Relax--Branco-7047929.html
Camiseta Joss Corte a Fio Cinco Elementos Preto,Joss,"R$ 59,90",https://static.dafiti.com.br/p/Joss-Camiseta-Joss-Corte-a-Fio-Cinco-Elementos-Preto-7282-5207756-1-zoom.jpg,"Camiseta Masculina com caimento reto, máxima qualidade e conforto para o seu dia a dia.  Composição: 100% Algodão Egípcio Tipo de Tecido: Malha 30.1 Gola: Canoa Tipo de Produto: Camiseta Modelagem: Reta Manga: Curta Garantia: 7 dias após o recebimento   Compre sem medo, oferecemos a primeira troca grátis para defeitos, tamanhos, modelos ou devolução :) Ainda está com dúvidas? Entre em contato, vamos te ajudar",https://www.dafiti.com.br/Camiseta-Joss-Corte-a-Fio-Cinco-Elementos-Preto-6577025.html
Camiseta Joss Corte a Fio Connection Preto,Joss,"R$ 59,90",https://static.dafiti.com.br/p/Joss-Camiseta-Joss-Corte-a-Fio-Connection-Preto-1643-5631238-1-zoom.jpg,"Camiseta Masculina com caimento reto, máxima qualidade e conforto para o seu dia a dia.  Composição: 100% Algodão Egípcio Tipo de Tecido: Malha 30.1 Gola: Canoa Tipo de Produto: Camiseta Modelagem: Reta Manga: Curta Garantia: 7 dias após o recebimento   Compre sem medo, oferecemos a primeira troca grátis para defeitos, tamanhos, modelos ou devolução :) Ainda está com dúvidas? Entre em contato, vamos te ajudar",https://www.dafiti.com.br/Camiseta-Joss-Corte-a-Fio-Connection-Preto-8321365.html
Calça Jeans Polo Wear Skinny Pespontos Azul-Marinho,Polo Wear,"R$ 79,99",https://static.dafiti.com.br/p/Polo-Wear-Calça-Jeans-Polo-Wear-Skinny-Pespontos-Azul-Marinho-6491-5326808-1-zoom.jpg,Calça Jeans Polo Wear Skinny Pespontos Azul-MarinhoFecho: Botão e ZíperBolsos: 5Medidas da peça no tamanho 42: Cintura: 100cm /Quadril: 110cm /Gancho: 32cm /Comprimento: 108cmCaracterísticas: Possui pespontos contrastantes.,https://www.dafiti.com.br/Calca-Jeans-Polo-Wear-Skinny-Pespontos-Azul-Marinho-8086235.html
Camiseta Mr Kitsch Logo Cinza/Preta,Mr Kitsch,"R$ 39,99",https://static.dafiti.com.br/p/Mr-Kitsch-Camiseta-Mr-Kitsch-Logo-Cinza/Preta-6269-3282694-1-zoom.jpg,"Camiseta Mr Kitsch Logo Cinza/PretaModelagem: RetaManga: CurtaGola: RedondaTamanho: MMaterial: AlgodãoComposição: 50% algodão e 50% poliésterTipo de Tecido: MalhaLavagem: Pode ser lavado na máquinaMedidas da peça: Ombro: 17cm/ Ombro a Ombro: 51cm/ Manga: 24cm/ Tórax: 118cm /Comprimento: 74cmMedidas Modelo: Altura 1,88m / Tórax 98cm / Manequim 40.",https://www.dafiti.com.br/Camiseta-Mr-Kitsch-Logo-Cinza%2FPreta-4962823.html
Camiseta Joss Corte a Fio Rolling Preto,Joss,"R$ 59,90",https://static.dafiti.com.br/p/Joss-Camiseta-Joss-Corte-a-Fio-Rolling-Preto-2162-5913477-1-zoom.jpg,"Camiseta Masculina com caimento reto, máxima qualidade e conforto para o seu dia a dia.  Composição: 100% Algodão Egípcio Tipo de Tecido: Malha 30.1 Gola: Canoa Tipo de Produto: Camiseta Modelagem: Reta Manga: Curta Garantia: 7 dias após o recebimento   Compre sem medo, oferecemos a primeira troca grátis para defeitos, tamanhos, modelos ou devolução :) Ainda está com dúvidas? Entre em contato, vamos te ajudar",https://www.dafiti.com.br/Camiseta-Joss-Corte-a-Fio-Rolling-Preto-7743195.html
Calça Jeans Colcci Skinny Felipe Azul-Marinho,Colcci,"R$ 134,99",https://static.dafiti.com.br/p/Colcci-Calça-Jeans-Colcci-Skinny-Felipe-Azul-Marinho-4074-7643087-1-zoom.jpg,"Calça Jeans Colcci Skinny Felipe Azul-MarinhoFecho: Botão e ZíperBolsos: 5Medidas da peça no tamanho 42: Cintura: 86cm /Quadril: 104cm /Gancho: 29cm /Comprimento: 114cmMedidas do Modelo: Altura: 1,87m/ Tórax: 94cm/ Manequim: 40.Características: Possui pesponto contrante",https://www.dafiti.com.br/Calca-Jeans-Colcci-Skinny-Felipe-Azul-Marinho-7803467.html
Samba Canção Linha Noite Pijama Masculino Cueca Azul.,Linha Noite,"R$ 18,90",https://static.dafiti.com.br/p/Linha-Noite-Samba-Canção-Linha-Noite-Pijama-Masculino-Cueca-Azul.-1625-9942058-1-zoom.jpg,"Cueca samba canção masculina confeccionada em poliéster super confortável. Excelente opção para noites quentes. Não causa irritação. Elástico embutido, que trás mais conforto e não aperta.",https://www.dafiti.com.br/Samba-Cancao-Linha-Noite-Pijama-Masculino-Cueca-Azul.-8502499.html
Camiseta Pica Pau Caso Roswell Casual Reserva Branco,Reserva,"R$ 79,00",https://static.dafiti.com.br/p/Reserva-Camiseta-Pica-Pau-Caso-Roswell-Casual-Reserva-Branco-1657-5177878-1-zoom.jpg,"Camiseta masculina Reserva. Perfeita para ficar confortável e garantir praticidade no seu dia a dia. Aposte na pedida certa! Manga curta ou manga longa, estampada ou lisa.",https://www.dafiti.com.br/Camiseta-Pica-Pau-Caso-Roswell-Casual-Reserva-Branco-8787715.html
Camiseta Aramis Lisa Roxa,Aramis,"R$ 99,99",https://static.dafiti.com.br/p/Aramis-Camiseta-Aramis-Lisa-Roxa-1120-7762957-1-zoom.jpg,"Camiseta Aramis Lisa RoxaManga: CurtaGola: RedondaMedidas da peça no tamanho G: Ombro: 14cm/ Ombro a Ombro: 49cm/ Manga: 23cm/ Tórax: 116cm /Comprimento: 75cmMedidas do Modelo: Altura 1,87m/ Tórax 99cm/ Manequim 40.Características: Possui logo bordado.",https://www.dafiti.com.br/Camiseta-Aramis-Lisa-Roxa-7592677.html
Kit 10pçs Cueca Lupo Boxer Logo Grafite/Branco/Preto,Lupo,"R$ 194,99",https://static.dafiti.com.br/p/Lupo-Kit-10pçs-Cueca-Lupo-Boxer-Logo-Grafite/Branco/Preto-3506-6394954-1-zoom.jpg,"Kit 10pçs Cueca Lupo Boxer Logo Grafite/Branco/PretoModelagem: BoxerAltura da cintura: Cintura AltaTamanho: MMaterial: AlgodãoComposição: 85% Algodão, 10% Poliéster e 5% ElastanoTipo de Tecido: MalhaLavagem: Lavar à mãoMedidas da peça: Cintura: 76cm /Lateral: 31cm /Comprimento: 33cm (medidas sem elasticidade)Características Especiais: Kit composto por 10 cuecas, sendo 2 grafite, 2 cinza, 2 brancas, 2 azul-marinho e 2 pretas.",https://www.dafiti.com.br/Kit-10pcs-Cueca-Lupo-Boxer-Logo-Grafite%2FBranco%2FPreto-4594936.html
Camiseta Polo Wear Logo Preta,Polo Wear,"R$ 29,99",https://static.dafiti.com.br/p/Polo-Wear-Camiseta-Polo-Wear-Logo-Preta-8749-7787545-1-zoom.jpg,"Camiseta Polo Wear Logo PretaManga: CurtaGola: RedondaMedidas da peça no tamanho M: Ombro: 16cm/ Ombro a Ombro: 45cm/ Manga: 23cm/ Tórax: 110cm /Comprimento: 73cmMedidas do Modelo: Altura 1,91m/ Tórax 91cm/ Manequim 38.Características: A cor do logotipo bordado pode variar de acordo com a nossa disponibilidade de estoque.",https://www.dafiti.com.br/Camiseta-Polo-Wear-Logo-Preta-5457877.html
